Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2013,6,Missouri,Animal Contact,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,,10,4,10,0,10,,,,,,Sheep or goats,Goat
2013,7,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other; Unknown,5,5,5,0,5,green leaf lettuce,green leaf lettuce,Vegetable Row Crops,,,,
2014,2,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,2,0,2,,,,,,,
2013,8,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Event space,5,2,5,0,5,,,,,,,
2013,10,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,8,1,8,0,8,green beans,,Seeded Vegetables,,,,
2013,6,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,5,3,5,0,5,,,,,,,
2013,2,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3,2,3,0,3,,,,,,,
2013,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,"salmon, unspecified",,Fish,,,,
2014,3,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O103,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2013,2,Hawaii,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,8,4,8,0,8,,,,,,,
2013,3,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,3,1,3,0,3,"milk, unpasteurized",,Dairy,,,,
2013,5,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,,3,2,3,0,3,,,,,,,
2013,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",26,5,21,0,13,lettuce,,Vegetable Row Crops,,,,
2014,1,Ohio,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,3,1,3,0,3,,,,,,,
2014,4,Minnesota,Food,"Escherichia coli, Enteroaggregative",O126,Confirmed,School/college/university,4,0,4,0,4,"romaine lettuce, unspecified",romaine lettuce,Vegetable Row Crops,,,,
2013,6,Washington,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,12,2,12,0,12,,,,,,,
2014,3,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,0,2,0,2,raw milk,"milk, unpasteurized",Dairy,,,,
2014,5,Kansas,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4,2,4,0,4,,,,,,Cattle,"Cattle, calf"
2014,6,Tennessee,Water,"Clostridium other; Escherichia coli, Enteropathogenic",unknown,Suspected; Suspected,Camp/Cabin Setting; Community/Municipality,12,0,12,0,12,,,,Drinking water,Nontransient Noncommunity; Community,,,Reviewed
2014,5,Kansas,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,9,1,9,0,9,,,,,,Cattle,Cattle,
2014,6,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Restaurant - Sit-down dining,15,4,15,0,15,cabbage,cabbage,Vegetable Row Crops,,,,,
2014,6,Virginia,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,5,4,5,0,5,,,,,,,,
2014,5,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O103; O157:H7; O146:H21,Confirmed; Confirmed; Confirmed,Private home/residence,4,0,2,0,2,,,,,,,,
2014,6,Indiana,Indeterminate/Other/Unknown,"Escherichia coli, Other",Other,Confirmed,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,,
2014,7,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Caterer (food prepared off-site from where served),57,9,57,0,57,"potato salad; celery, unspecified",celery; celery,Vegetable Row Crops,,,,,
2014,6,Ohio,Animal Contact,"Campylobacter; Salmonella enterica; Escherichia coli, Shiga toxin-producing",Typhimurium; O111,Confirmed; Confirmed; Confirmed,,6,1,6,0,6,,,,,,Cattle,"Cattle, calf",
2013,7,Wisconsin,Water,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Camp/Cabin Setting,3,0,3,0,3,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Reviewed
2014,4,Arkansas,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Private home/residence,2,0,0,0,0,,,,,,,,
2014,7,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,1,2,0,2,,,,,,,,
2014,7,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,15,0,15,0,15,,,,,,Sheep or goats,Goat,
2014,8,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2014,7,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Child day care,11,0,11,0,11,,,,,,,,
2014,3,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,,
2014,6,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,2,4,1,4,ground beef,ground beef,Beef,,,,,
2014,8,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,3,7,0,7,,,
2014,3,Missouri,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,5,1,5,0,5,,,
2014,6,Colorado,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,3,0,3,,,
2014,7,Ohio,Person-to-person,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Child day care,4,0,4,0,4,,,
2014,8,Montana,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Private home/residence,3,3,3,0,3,,,
2014,7,Utah,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",3,3,3,0,3,,,
2014,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,12,7,12,0,12,"ground beef, hamburger",ground beef,Beef
2014,9,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Private home/residence,4,2,4,0,4,,,
2014,8,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,3,0,3,0,3,,,
2014,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,1,4,0,4,spinach,spinach,Vegetable Row Crops
2014,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",19,5,19,0,19,clover sprouts,clover sprouts,Sprouts
2012,3,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,24,,0,,0,leaf lettuce,,Vegetable Row Crops
2012,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence,10,,0,0,5,"spinach, unspecified",,Vegetable Row Crops
2014,9,Wisconsin,Food,"Campylobacter jejuni; Escherichia coli, Shiga toxin-producing; Giardia",unknown; ,Confirmed; Confirmed; Suspected,Private home/residence,38,10,38,0,38,"milk, whole milk unpasteurized",,Dairy
2014,4,New Mexico,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Private home/residence,4,2,4,0,4,,,
2014,9,Tennessee,Person-to-person,"Rotavirus; Escherichia coli, Enteropathogenic; Clostridium other; Giardia",,Suspected; Suspected; Suspected; Suspected,School/college/university,30,0,30,0,30,,,
2014,9,Tennessee,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Event space,2,2,2,0,2,,,
2014,9,Kansas,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,"Other, specify",2,0,2,0,2,,,
2014,5,Multistate,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,2,0,3,,,
2014,10,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",,Confirmed,Private home/residence,6,0,6,0,6,,,
2014,9,Kentucky,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,4,4,4,0,4,"milk, unpasteurized","milk, whole milk unpasteurized",Dairy
2014,10,Texas,Food,"Escherichia coli, Other",,Suspected,Restaurant - Sit-down dining,4,1,4,0,4,,,
2014,11,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,salsa,,Multiple
2014,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,16,13,15,0,16,pre-packaged salad,,Multiple
2014,8,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Private home/residence,2,1,2,0,2,,,
2014,10,Oregon,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,0,2,0,2,,,
2014,11,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Child day care,2,0,2,0,2,,,
2014,9,Oregon,Environmental contamination other than food/water,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Child day care,6,2,6,0,6,,,
2014,8,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,2,1,2,,,
2014,6,Arizona,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,,,
2014,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,2,9,0,11,salad,leaf lettuce,Vegetable Row Crops
2014,10,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Unknown,3,1,3,0,3,,,
2014,11,Florida,Food,"Escherichia coli, Shiga toxin-producing",unknown,Suspected,Grocery store,2,0,2,0,2,"taco, beef",lettuce,Vegetable Row Crops,,,,,
2014,12,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O45:H2,Confirmed,Private home/residence,2,2,2,0,2,,,,,,,,
2014,10,New Mexico,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,5,2,5,0,5,,,,,,,,
2014,12,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Private home/residence,12,3,12,1,12,venison,,Game,,,,,
2014,8,Colorado,Person-to-person,"Escherichia coli, Shiga toxin-producing",unknown,Confirmed,Private home/residence,6,1,6,0,6,,,,,,,,
2014,7,Oregon,Water,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Public Outdoor Area,3,0,3,0,3,,,,Recreational water -- untreated,River/Stream,,,Reviewed
2014,1,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,0,0,0,4,ground beef,,Beef,,,,,
2014,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,Private home/residence,8,3,8,0,8,ground beef,,Beef,,,,,
2014,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Restaurant - Sit-down dining,16,2,2,0,2,cabbage,,Vegetable Row Crops,,,,,
2015,1,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,3,0,3,,,,,,,,
2010,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O45,Confirmed,,7,3,7,0,7,sausage,,Multiple,,,,,
2014,5,Washington,Person-to-person,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Child day care,27,0,27,0,27,,,,,,,,
2014,7,Indiana,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,0,3,0,3,,,,,,,,
2014,5,Indiana,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Festival/fair,7,1,7,0,7,,,,,,Pig,Pig/hog (domestic),
2015,1,Rhode Island,Person-to-person,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,School/college/university,2,0,2,0,2,,,,,,,,
2014,2,Wisconsin,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Child day care,4,1,4,0,4,,,,,,,,
2014,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining; Private home/residence,12,4,9,0,9,ground beef,ground beef,Beef
2014,11,Utah,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Other,4,0,4,0,4,,,
2013,8,Wisconsin,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Child day care,2,1,2,0,2,,,
2009,9,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,10,0,10,0,10,"romaine lettuce, unspecified",,Vegetable Row Crops
2004,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,59,18,,,,ground beef,ground beef,Beef
2004,7,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,1,,0,,"ground beef, hamburger",ground beef,Beef
2005,10,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,64,1,,0,,other food,,Unclassifiable
2005,10,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,,0,,"ground beef, hamburger",ground beef,Beef
1999,6,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Grocery store,5,2,,,,,,
1998,5,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,8,,,,,"ground beef, hamburger",,Beef
1998,5,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,,,,,"ground beef, hamburger",,Beef
1998,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,23,,,,,"hot dog, unspecified",,Multiple
1999,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Camp,55,,,0,,,,
1999,5,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,10,,,,,"bbq, unspecified",,Multiple
1999,4,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,30,2,,0,,,,
1999,10,Oklahoma,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,25,6,,0,,"apple cider, unpasteurized",,Fruits
1999,10,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,47,23,,0,,"salad, unspecified",leafy green,Vegetable Row Crops
1999,7,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,18,11,,,,coleslaw,leafy green,Vegetable Row Crops
1998,8,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,5,,,,,macaroni salad,,Multiple
1998,8,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,19,1,,0,,macaroni salad,,Multiple
1999,4,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence; Other,9,,,,,"ground beef, unspecified",beef,Beef
1999,2,Nebraska,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,65,8,,0,,lettuce-based salads unspecified,leafy green,Vegetable Row Crops
1999,8,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Other,3,,,,,"ground beef, unspecified",,Beef
1999,7,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,,,,,"beef, unspecified",,Beef
1999,7,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp; Other,7,,,,,,,
1999,5,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,2,,,,,"ground beef, unspecified",,Beef
1999,5,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,2,,,,,"ground beef, unspecified",,Beef
1998,7,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,143,,,,,coleslaw,,Multiple
1998,10,Montana,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,,40,,,,,,,
1999,12,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,10,5,,0,,"ground beef, unspecified",,Beef
1999,6,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,5,1,,0,,"ground beef, sloppy joe",beef,Beef
1999,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Restaurant - other or unknown type; Private home/residence,7,,,,,"ground beef, unspecified",beef,Beef
1999,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,14,4,,0,,"ground beef, hamburger",beef,Beef
1999,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,9,,,,,"ground beef, hamburger",beef,Beef
1998,5,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,34,10,,0,,"ground beef, unspecified",,Beef
1998,11,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,,,,,"ground beef, cheeseburger; pork, bacon",,Multiple
1998,9,Maine,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,2,2,,0,,,,
1998,7,Maine,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,2,2,,0,,"other milk, unpasteurized",milk,Dairy
1999,9,Maryland,Food,"Escherichia coli, Other",,Suspected,Grocery store,3,3,,0,,,,
1999,10,Maryland,Food,"Escherichia coli, Other",,Suspected,Restaurant - other or unknown type,2,0,,0,,"lasagna, unspecified",,Multiple
1998,8,Maryland,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,2,,0,,,,
1998,5,Louisiana,Food,"Escherichia coli, Enteroaggregative; Escherichia coli, Enterotoxigenic",,Confirmed; Confirmed,Private home/residence,12,,,,,shrimp dishes unspecified,shellfish,Multiple
1999,10,Idaho,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,33,3,,0,,"sausage, mixed meats",,Multiple
1999,6,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Religious facility,17,7,,0,,"roast beef, unspecified",beef,Beef
1999,7,Connecticut,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence,17,7,,0,,,,
1999,9,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,9,0,,0,,"ground beef, unspecified",,Beef
2000,10,Wyoming,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1,,0,,,,
2000,6,Wyoming,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,0,,0,,,,
2000,10,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,29,4,,0,,"cake, brownie",,Multiple
2000,8,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Religious facility,6,3,,0,,,,
2000,7,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,736,23,,1,,watermelon,,Fruits
2000,7,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing; Norovirus Genogroup I",O157:H7; ,Confirmed; Suspected,Restaurant - other or unknown type,52,0,,0,,"chicken, buffalo wings; lettuce, unspecified",,Multiple
2000,7,Washington,Food,"Escherichia coli, Shiga toxin-producing",O103,Confirmed,Caterer (food prepared off-site from where served); Other,18,2,,0,,"punch, unspecified",,Other
2000,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,45,0,,0,,,,
2000,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,15,,,0,,"ground beef, hamburger",,Beef
2000,5,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,3,,0,,,,
2000,8,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,37,4,,0,,,,
2000,9,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Caterer (food prepared off-site from where served),18,3,,,,,,
2000,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,2,,,,,"ground beef, hamburger",beef,Beef
2000,3,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,School/college/university,43,2,,,,"ground beef, cheeseburger",beef,Beef
2000,6,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,,,,,,,
2000,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,3,0,,0,,"ground beef, hamburger",beef,Beef
2000,3,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,School/college/university,18,2,,0,,"ground beef, unspecified",beef,Beef
2000,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Grocery store,50,30,,0,,"ground beef, unspecified",beef,Beef
2000,7,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,15,0,,0,,"ground beef, hamburger",beef,Beef
2000,4,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,4,3,,0,,"ground beef, unspecified",beef,Beef
2000,8,Maine,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,1,,0,,,,
2000,8,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,,,,,"ground beef, hamburger",,Beef
2000,10,Indiana,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,5,,0,,"salad, unspecified",,Multiple
2000,7,Iowa,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,56,4,,,,,,
2000,10,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Restaurant - other or unknown type,7,,,,,"ground beef, unspecified",beef,Beef
2000,10,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,1,,,,"sandwich, turkey",turkey,Turkey
2000,6,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,16,6,,1,,"ground beef, unspecified",,Beef
2000,6,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,7,5,,0,,"spaghetti, unspecified; ground beef, hamburger; taco or nacho salad",,Multiple
2000,5,Colorado,Food,"Escherichia coli, Enterotoxigenic",,Suspected,Restaurant - other or unknown type,41,,,,,,,
2000,10,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,14,8,,0,,"grapes, red","fruit, unspecified",Fruits
2000,5,Arkansas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,36,14,,0,,"chicken, unspecified",chicken,Chicken
2000,7,Alaska,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,31,11,,0,,,,
1998,11,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,21,5,,0,,"pork, unspecified; rice, unspecified; beans, unspecified",,Multiple
1998,11,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Religious facility,13,3,,0,,"ground beef, meatballs",,Beef
1998,10,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,16,1,,0,,"rice, unspecified; pork, unspecified; beans, unspecified",,Multiple
1998,10,Nevada,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,14,,,0,,,,
1998,10,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,11,1,,0,,,,
1998,10,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,39,1,,0,,,,
1998,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services",8,,,,,,,
1998,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,1,,0,,,,
1999,9,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,321,17,,0,,"beef, unspecified",,Beef
1998,8,Minnesota,Food,"Escherichia coli, Enterotoxigenic",O169:H41,Confirmed,Restaurant - other or unknown type,5,0,,0,,,,
1998,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,,0,,,,
1999,8,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,2,0,,0,,"ground beef, unspecified",,Beef
1998,8,Minnesota,Food,"Escherichia coli, Enterotoxigenic",O6:H16,Confirmed,Restaurant - other or unknown type,66,0,,0,,"parsley, unspecified",,Herbs
1998,7,Oklahoma,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,21,1,,0,,,,
1998,7,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,28,17,,0,,,,
1998,6,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,47,10,,0,,fruit salad,,Multiple
1998,6,California,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,,8,2,,0,,alfalfa sprouts,,Sprouts
1998,6,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,63,24,,0,,"cheddar cheese, unspecified; cheddar cheese, unpasteurized",,Dairy
1998,6,Illinois,Food,"Escherichia coli, Enterotoxigenic",O6,Confirmed,Caterer (food prepared off-site from where served),916,7,,0,,potato salad; macaroni salad,,Multiple
